,Colon cancer,Periodontal,Gastric and duodenal ulcer,Gastro-oesophageal reflux,Guttate psoriasis,Atopy,Diarrhea Irritable bowel syndrome(IBS),Irritable bowel syndrome(IBS),Constipation Irritable bowel syndrome(IBS),Obesity,Ileal Crohn's disease(CD),Bacterial Vaginosis,Infectious colitis,Ulcerative colitis,Crohn's disease(CD),Allergic sensitization,Atopic dermatitis,Atopic sensitisation,Eczema,Recurrent wheeze,Allergy,Asthma,Inflammatory bowel disease(IBD),Cystic fibrosis,Rheumatoid arthrits,Psoriasis,Necrotizing Enterocolitis,Systemic inflammatory response syndrome,COPD,Type 2 diabetes,Type 1 diabetes,Colorectal carcinoma,Kidney stones,Whipple's disease,Liver cirrhosis,Allergic asthma,Clostridium difficile infection(CDI),Skin and mucosal infections,New-onset untreated rheumatoid arthrits
Ileal Crohn's disease(CD),0.5722745951809429,0.11532937885021248,0.17715865130857156,0.07119213791615954,0.29651649343069564,0.26099202739472527,0.5097828952970667,0.5097828952970667,0.5097828952970667,0.0727589968751372,0.9999999999999997,0.18899403753355573,0.8582687252205268,0.8878389396977284,0.26099202739472527,0.26099202739472527,0.06767434298643127,0.26099202739472527,0.15588191300455123,0.0,0.26099202739472527,0.11312874628336059,0.9243429635513459,0.3124858026169366,0.36399256988277073,0.29651649343069564,0.10755313253912596,0.2333691559595444,0.07482822687428026,0.11047704999753127,0.09122539014069025,0.7649831970966133,0.1467453786549118,0.6470784078228268,0.20142643587861547,0.11312874628336059,0.7948117540392492,0.13649867423838233,0.36399256988277073
Bacterial Vaginosis,0.15285355866036662,0.0867588775613234,0.014596412552066344,0.011506925737155515,0.2262662350448328,0.12992681835604256,0.06961331241367777,0.06961331241367777,0.06961331241367777,0.09055536298022257,0.18899403753355573,0.9999999999999998,0.1157051757681112,0.11832377168328433,0.12992681835604256,0.12992681835604256,0.15607076477881268,0.12992681835604256,0.15288296599730314,0.0,0.12992681835604256,0.05777750613328568,0.1803088778927829,0.15818572076074566,0.09248930642550994,0.22626623504483276,0.6991055183351806,0.17532088448450361,0.009003692247411972,0.09553135582999323,0.09343912601094558,0.203805580668508,0.04744414253528645,0.06940010860697383,0.06467481545141937,0.05777750613328568,0.09931800010200181,0.12194202876998032,0.09248930642550994
Infectious colitis,0.49731503980589786,0.018447945241171566,0.0745987381247652,0.02571286172249179,0.12764497497310576,0.10548598072893448,0.5353313058366396,0.5353313058366396,0.5353313058366396,0.03435774817418386,0.8582687252205268,0.1157051757681112,0.9999999999999998,0.7439510712565813,0.10548598072893448,0.10548598072893448,0.026740844220933785,0.10548598072893446,0.05478673336801092,0.0,0.10548598072893446,0.020160942886312264,0.9104168975676997,0.217759059585055,0.15196390198579118,0.12764497497310576,0.05863949024919556,0.13600393473452996,0.019169309910394366,0.04179598520170896,0.031026455657440406,0.7974614697859563,0.06787200316186366,0.647402132310799,0.1001992578662402,0.020160942886312264,0.968573237192109,0.10910310597991392,0.15196390198579118
Ulcerative colitis,0.4054603446189266,0.09672962343845243,0.24531731979033847,0.05350296979774906,0.36275703230196304,0.32766165814930814,0.45219461900868163,0.45219461900868163,0.45219461900868163,0.037219820686436235,0.8878389396977284,0.11832377168328433,0.7439510712565813,0.9999999999999999,0.32766165814930814,0.32766165814930814,0.12428578840698618,0.32766165814930814,0.2659958665585813,0.0,0.32766165814930814,0.15123853819611374,0.7885820669070724,0.20540147852187268,0.33759241471096263,0.36275703230196304,0.054129088296128836,0.13311762265246133,0.04492393860061593,0.07906428649317111,0.08910023099077669,0.6325203367860027,0.08803407980589607,0.514902093455927,0.13704104384760368,0.15123853819611374,0.7077374466429004,0.1177324900983422,0.33759241471096263
Crohn's disease(CD),0.11210514568871896,0.10098250803314832,0.13386139721004414,0.15185744966640674,0.5101653732014371,0.9999999999999999,0.1037579065452602,0.10375790654526021,0.1037579065452602,0.07779926895705795,0.26099202739472527,0.12992681835604256,0.10548598072893448,0.32766165814930814,0.9999999999999999,0.9999999999999999,0.49406794912657653,1.0,0.624002479325466,0.0,1.0,0.7998564144735723,0.17551202349813888,0.3467887115824632,0.3181123588901951,0.5101653732014371,0.08164791461639812,0.1566001420886984,0.17521304521648556,0.07382962002039714,0.04291064847555539,0.14274307143257658,0.05606171320239556,0.13213969392666905,0.18746991885773312,0.7998564144735723,0.07685811506199104,0.40891593753443733,0.3181123588901951
Allergic sensitization,0.11210514568871896,0.10098250803314832,0.13386139721004414,0.15185744966640674,0.5101653732014371,0.9999999999999999,0.1037579065452602,0.10375790654526021,0.1037579065452602,0.07779926895705795,0.26099202739472527,0.12992681835604256,0.10548598072893448,0.32766165814930814,0.9999999999999999,0.9999999999999999,0.4940679491265766,0.9999999999999999,0.6240024793254659,0.0,0.9999999999999999,0.7998564144735723,0.17551202349813888,0.34678871158246316,0.3181123588901951,0.5101653732014371,0.08164791461639812,0.15660014208869838,0.17521304521648556,0.07382962002039714,0.04291064847555538,0.14274307143257658,0.05606171320239558,0.13213969392666902,0.18746991885773312,0.7998564144735723,0.07685811506199103,0.40891593753443733,0.3181123588901951
Atopic dermatitis,0.02118281791060221,0.02974649881027567,0.04861855349440028,0.01730388881769827,0.8460145150804516,0.4940679491265766,0.0222948542402875,0.0222948542402875,0.0222948542402875,0.010783795345389504,0.06767434298643127,0.15607076477881268,0.026740844220933785,0.12428578840698618,0.49406794912657653,0.4940679491265766,0.9999999999999998,0.4940679491265766,0.8709713848398338,0.0,0.49406794912657653,0.13065488510929807,0.04187748724617228,0.050543639038429546,0.11671516688147272,0.8460145150804516,0.017241906540737605,0.06610041899812741,0.022244840101600404,0.01278553005979726,0.011344584017919965,0.04207779853260224,0.015864406058633946,0.02381214649985562,0.0843511027106834,0.13065488510929807,0.013556100777124672,0.7754267752445239,0.11671516688147272
Atopic sensitisation,0.11210514568871896,0.10098250803314832,0.13386139721004414,0.15185744966640674,0.5101653732014371,0.9999999999999999,0.1037579065452602,0.10375790654526021,0.1037579065452602,0.07779926895705795,0.26099202739472527,0.12992681835604256,0.10548598072893446,0.32766165814930814,1.0,0.9999999999999999,0.4940679491265766,0.9999999999999999,0.6240024793254659,0.0,0.9999999999999999,0.7998564144735723,0.17551202349813888,0.34678871158246316,0.3181123588901951,0.5101653732014371,0.08164791461639812,0.15660014208869838,0.17521304521648556,0.07382962002039714,0.04291064847555538,0.14274307143257658,0.05606171320239558,0.13213969392666902,0.18746991885773312,0.7998564144735723,0.07685811506199103,0.40891593753443733,0.3181123588901951
Eczema,0.036786187829517036,0.05863904924751713,0.0796454195434507,0.022952854497098246,0.8185860775216196,0.6240024793254659,0.04094821377430386,0.040948213774303854,0.04094821377430386,0.02659122475408003,0.15588191300455123,0.15288296599730314,0.05478673336801092,0.2659958665585813,0.624002479325466,0.6240024793254659,0.8709713848398338,0.6240024793254659,1.0000000000000002,0.0,0.624002479325466,0.2946639004146802,0.09035636949628198,0.07993144942686521,0.16481936942387587,0.8185860775216196,0.032175782472772245,0.08517887970384802,0.03505390052562192,0.03698736809672783,0.03529518264091211,0.06185365525745304,0.018381112710033187,0.052037687071065486,0.09531835812039745,0.2946639004146802,0.03699794157148917,0.6637759684120005,0.16481936942387587
Recurrent wheeze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allergy,0.11210514568871896,0.10098250803314832,0.13386139721004414,0.15185744966640674,0.5101653732014371,0.9999999999999999,0.1037579065452602,0.10375790654526021,0.1037579065452602,0.07779926895705795,0.26099202739472527,0.12992681835604256,0.10548598072893446,0.32766165814930814,1.0,0.9999999999999999,0.49406794912657653,0.9999999999999999,0.624002479325466,0.0,0.9999999999999999,0.7998564144735723,0.17551202349813888,0.34678871158246316,0.3181123588901951,0.5101653732014371,0.08164791461639812,0.1566001420886984,0.17521304521648556,0.07382962002039714,0.04291064847555539,0.14274307143257658,0.05606171320239556,0.13213969392666905,0.18746991885773312,0.7998564144735723,0.07685811506199104,0.40891593753443733,0.3181123588901951
Asthma,0.058472939180511524,0.0535045231850646,0.05097712946715365,0.14619274778035146,0.13081859668814252,0.7998564144735723,0.017124214032089746,0.01712421403208975,0.017124214032089746,0.10997585597074458,0.11312874628336059,0.05777750613328568,0.020160942886312264,0.15123853819611374,0.7998564144735723,0.7998564144735723,0.13065488510929807,0.7998564144735723,0.2946639004146802,0.0,0.7998564144735723,0.9999999999999998,0.06749302715638153,0.4089411938623126,0.1332633775054626,0.13081859668814252,0.09994346491859499,0.07391103022585335,0.3961571399082575,0.08313990876149047,0.026149671854936222,0.07110491495653617,0.023754638591849758,0.051785895309571464,0.13747298097495309,0.9999999999999998,0.006594082198724341,0.027779952353626864,0.1332633775054626
Inflammatory bowel disease(IBD),0.5800248736260751,0.06932733566028251,0.19654661012100966,0.06471867402593,0.2247661057553372,0.17551202349813888,0.6146328607565449,0.6146328607565448,0.6146328607565449,0.09589443326530063,0.9243429635513459,0.1803088778927829,0.9104168975676997,0.7885820669070724,0.17551202349813888,0.17551202349813888,0.04187748724617228,0.17551202349813888,0.09035636949628198,0.0,0.17551202349813888,0.06749302715638153,1.0,0.2833690971829385,0.3319372221174779,0.2247661057553372,0.11408688935487303,0.20860830214173742,0.04684921883244712,0.1362002679929703,0.10764244319972618,0.8388118611858141,0.09384214598353485,0.7077464704219318,0.1554448718591438,0.06749302715638153,0.8566191675656697,0.10078342736581553,0.3319372221174779
Cystic fibrosis,0.33894872279696897,0.0679599596848262,0.0635724771871407,0.1635867520222464,0.12209288034239665,0.34678871158246316,0.1745412196733991,0.17454121967339908,0.1745412196733991,0.07852226400160985,0.3124858026169366,0.15818572076074566,0.217759059585055,0.20540147852187268,0.3467887115824632,0.34678871158246316,0.050543639038429546,0.34678871158246316,0.07993144942686521,0.0,0.34678871158246316,0.4089411938623126,0.2833690971829385,1.0000000000000002,0.21451259990939475,0.12209288034239663,0.33690923568665065,0.20601806492997704,0.3736767554306776,0.13712803391304784,0.10950418893173174,0.2571100829379568,0.07199796947434632,0.2164248294876771,0.3031001735366379,0.4089411938623126,0.1369204847534586,0.07546808983634137,0.21451259990939475
Rheumatoid arthrits,0.31663082100695317,0.12302304928088889,0.21523080359843896,0.1090277683974542,0.3745262913026222,0.3181123588901951,0.16740105941897485,0.16740105941897487,0.16740105941897485,0.10436674184031527,0.36399256988277073,0.09248930642550994,0.15196390198579118,0.33759241471096263,0.3181123588901951,0.3181123588901951,0.11671516688147272,0.3181123588901951,0.16481936942387587,0.0,0.3181123588901951,0.1332633775054626,0.3319372221174779,0.21451259990939475,1.0,0.37452629130262227,0.0760660959453782,0.21555212006298308,0.1417007306320372,0.19310462944258716,0.17742077417413085,0.3085262276162932,0.16970903738085652,0.3191115641465901,0.2851192898872349,0.1332633775054626,0.11244302702809117,0.2943519137001288,1.0
Psoriasis,0.22511446930767248,0.1292095085893461,0.10802891125514685,0.043893541602149366,1.0,0.5101653732014371,0.07838555728996553,0.07838555728996553,0.07838555728996553,0.3185013927223342,0.29651649343069564,0.22626623504483276,0.12764497497310576,0.36275703230196304,0.5101653732014371,0.5101653732014371,0.8460145150804516,0.5101653732014371,0.8185860775216196,0.0,0.5101653732014371,0.13081859668814252,0.2247661057553372,0.12209288034239663,0.37452629130262227,1.0,0.05786375154230426,0.22584428863778172,0.05599212159088717,0.3076947945606472,0.1557059581505012,0.3063404635808216,0.09048916134464197,0.17000184520923434,0.24915911130236273,0.13081859668814252,0.09786737788764353,0.686129947338204,0.37452629130262227
Necrotizing Enterocolitis,0.12984836874119277,0.07267156258463138,0.022340675819819654,0.028211913697859664,0.057863751542304255,0.08164791461639812,0.028760444865372402,0.028760444865372402,0.028760444865372402,0.044278312622393956,0.10755313253912596,0.6991055183351806,0.05863949024919556,0.054129088296128836,0.08164791461639812,0.08164791461639812,0.017241906540737605,0.08164791461639812,0.032175782472772245,0.0,0.08164791461639812,0.09994346491859499,0.11408688935487303,0.33690923568665065,0.0760660959453782,0.05786375154230426,0.9999999999999996,0.30473068711498524,0.1958012841007152,0.07158326401976822,0.08327080071176284,0.12325920340418135,0.023889806091125086,0.03940650283003676,0.366254896474126,0.099943464918595,0.04010370597069608,0.0066320241216549156,0.0760660959453782
Systemic inflammatory response syndrome,0.29632239443282476,0.0758985175378799,0.027651030273507002,0.029125065182312587,0.22584428863778172,0.15660014208869838,0.04244364517527176,0.04244364517527176,0.04244364517527176,0.21244833605784896,0.2333691559595444,0.17532088448450361,0.13600393473452996,0.13311762265246133,0.1566001420886984,0.15660014208869838,0.06610041899812741,0.15660014208869838,0.08517887970384802,0.0,0.1566001420886984,0.07391103022585335,0.20860830214173742,0.20601806492997704,0.21555212006298308,0.22584428863778172,0.30473068711498524,1.0,0.18058208259366704,0.32440668713057985,0.2576167994389673,0.2522624944478702,0.1001595387033043,0.3287316890238414,0.38583854929071426,0.07391103022585335,0.09407678831491036,0.17762268751950344,0.21555212006298305
COPD,0.16796300249651033,0.02180135365959053,0.012837828294837105,0.06247571540510781,0.055992121590887164,0.17521304521648556,0.00665843324063763,0.00665843324063763,0.00665843324063763,0.06893410011767098,0.07482822687428026,0.009003692247411972,0.019169309910394366,0.04492393860061593,0.17521304521648556,0.17521304521648556,0.022244840101600404,0.17521304521648556,0.03505390052562192,0.0,0.17521304521648556,0.3961571399082575,0.04684921883244712,0.3736767554306776,0.1417007306320372,0.05599212159088717,0.1958012841007152,0.18058208259366704,1.0,0.06229899551737189,0.02525137261900564,0.09461228102383142,0.019823002838354177,0.10060450834797256,0.23836592320495367,0.39615713990825757,0.00427512295696043,0.004483574289341215,0.1417007306320372
Type 2 diabetes,0.22425639173277295,0.13972791546100666,0.01812458968268985,0.04759087598719817,0.3076947945606472,0.07382962002039714,0.015030028822877193,0.01503002882287719,0.015030028822877193,0.7157596049424092,0.11047704999753127,0.09553135582999323,0.04179598520170896,0.07906428649317111,0.07382962002039714,0.07382962002039714,0.01278553005979726,0.07382962002039714,0.03698736809672783,0.0,0.07382962002039714,0.08313990876149047,0.1362002679929703,0.13712803391304784,0.19310462944258716,0.3076947945606472,0.07158326401976822,0.32440668713057985,0.06229899551737189,0.9999999999999996,0.7786607508662817,0.2970813464089976,0.17517707854821096,0.07070311480154484,0.29084989334786815,0.08313990876149048,0.005436859410469934,0.006095603782957201,0.19310462944258716
Type 1 diabetes,0.06806919578211755,0.06730209315792651,0.019703701199424967,0.016765795237548394,0.15570595815050117,0.04291064847555538,0.019053263869403377,0.01905326386940338,0.019053263869403377,0.13056397719679824,0.09122539014069025,0.09343912601094558,0.031026455657440406,0.08910023099077669,0.04291064847555539,0.04291064847555538,0.011344584017919965,0.04291064847555538,0.03529518264091211,0.0,0.04291064847555539,0.026149671854936222,0.10764244319972618,0.10950418893173174,0.17742077417413085,0.1557059581505012,0.08327080071176284,0.2576167994389673,0.02525137261900564,0.7786607508662817,1.0000000000000002,0.09478541790023126,0.12323004292266455,0.030774628411984577,0.10437310844587142,0.02614967185493621,0.017085345117138027,0.013357889940811708,0.17742077417413085
Colorectal carcinoma,0.7325640595967579,0.07449251612400615,0.08004473414710797,0.06206269221747705,0.3063404635808216,0.14274307143257658,0.5000994582520819,0.5000994582520819,0.5000994582520819,0.3703479956394428,0.7649831970966133,0.203805580668508,0.7974614697859563,0.6325203367860027,0.14274307143257658,0.14274307143257658,0.04207779853260224,0.14274307143257658,0.06185365525745304,0.0,0.14274307143257658,0.07110491495653617,0.8388118611858141,0.2571100829379568,0.3085262276162932,0.3063404635808216,0.12325920340418135,0.2522624944478702,0.09461228102383142,0.2970813464089976,0.09478541790023126,0.9999999999999999,0.11415281217002614,0.5707315765784942,0.24959444122904467,0.07110491495653617,0.7623654904077284,0.10517851322041055,0.30852622761629317
Kidney stones,0.10389088123323473,0.03577148090830006,0.04276615406150779,0.042076611376050864,0.09048916134464198,0.05606171320239558,0.06750223522718128,0.06750223522718131,0.06750223522718128,0.13544686089711655,0.1467453786549118,0.04744414253528645,0.06787200316186366,0.08803407980589607,0.05606171320239556,0.05606171320239558,0.015864406058633946,0.05606171320239558,0.018381112710033187,0.0,0.05606171320239556,0.023754638591849758,0.09384214598353485,0.07199796947434632,0.16970903738085652,0.09048916134464197,0.023889806091125086,0.1001595387033043,0.019823002838354177,0.17517707854821096,0.12323004292266455,0.11415281217002614,0.9999999999999997,0.04976883875569289,0.10063117668264802,0.023754638591849765,0.0419783016588667,0.03269913535085909,0.16970903738085652
Whipple's disease,0.4551658028749026,0.027492876297641078,0.07133532340083598,0.04412397452643152,0.17000184520923434,0.13213969392666902,0.34000635381510436,0.34000635381510436,0.34000635381510436,0.06391148585027415,0.6470784078228268,0.06940010860697383,0.647402132310799,0.514902093455927,0.13213969392666905,0.13213969392666902,0.02381214649985562,0.13213969392666902,0.052037687071065486,0.0,0.13213969392666905,0.051785895309571464,0.7077464704219318,0.2164248294876771,0.3191115641465901,0.17000184520923434,0.03940650283003676,0.3287316890238414,0.10060450834797256,0.07070311480154484,0.030774628411984577,0.5707315765784942,0.04976883875569289,0.9999999999999999,0.13910154052946666,0.051785895309571464,0.6008215484518342,0.13849015065668252,0.31911156414659003
Liver cirrhosis,0.2760124231807658,0.12815641325886368,0.1158678893944813,0.058003729494099585,0.24915911130236273,0.18746991885773312,0.07049818742343822,0.07049818742343823,0.07049818742343822,0.34310882584801683,0.20142643587861547,0.06467481545141937,0.1001992578662402,0.13704104384760368,0.18746991885773312,0.18746991885773312,0.0843511027106834,0.18746991885773312,0.09531835812039745,0.0,0.18746991885773312,0.13747298097495309,0.1554448718591438,0.3031001735366379,0.2851192898872349,0.24915911130236273,0.366254896474126,0.38583854929071426,0.23836592320495367,0.29084989334786815,0.10437310844587142,0.24959444122904467,0.10063117668264802,0.13910154052946666,1.0000000000000002,0.13747298097495314,0.06721528787741611,0.20333046634143137,0.2851192898872349
Allergic asthma,0.058472939180511524,0.0535045231850646,0.05097712946715365,0.14619274778035146,0.13081859668814252,0.7998564144735723,0.017124214032089746,0.01712421403208975,0.017124214032089746,0.10997585597074458,0.11312874628336059,0.05777750613328568,0.020160942886312264,0.15123853819611374,0.7998564144735723,0.7998564144735723,0.13065488510929807,0.7998564144735723,0.2946639004146802,0.0,0.7998564144735723,0.9999999999999998,0.06749302715638153,0.4089411938623126,0.1332633775054626,0.13081859668814252,0.099943464918595,0.07391103022585335,0.39615713990825757,0.08313990876149048,0.02614967185493621,0.07110491495653617,0.023754638591849765,0.051785895309571464,0.13747298097495314,0.9999999999999999,0.006594082198724341,0.027779952353626867,0.13326337750546266
Clostridium difficile infection(CDI),0.4040653574349479,0.007257847414658252,0.043798100745741676,0.01158941669114676,0.09786737788764355,0.07685811506199103,0.4240045286360923,0.4240045286360923,0.4240045286360923,0.002142698271640403,0.7948117540392492,0.09931800010200181,0.968573237192109,0.7077374466429004,0.07685811506199104,0.07685811506199103,0.013556100777124672,0.07685811506199103,0.03699794157148917,0.0,0.07685811506199104,0.006594082198724341,0.8566191675656697,0.1369204847534586,0.11244302702809117,0.09786737788764353,0.04010370597069608,0.09407678831491036,0.00427512295696043,0.005436859410469934,0.017085345117138027,0.7623654904077284,0.0419783016588667,0.6008215484518342,0.06721528787741611,0.006594082198724341,1.0000000000000002,0.10175922234602074,0.1124430270280912
