,Colon cancer,Periodontal,Gastric and duodenal ulcer,Gastro-oesophageal reflux,Guttate psoriasis,Atopy,Diarrhea Irritable bowel syndrome(IBS),Irritable bowel syndrome(IBS),Constipation Irritable bowel syndrome(IBS),Obesity,Ileal Crohn's disease(CD),Bacterial Vaginosis,Infectious colitis,Ulcerative colitis,Crohn's disease(CD),Allergic sensitization,Atopic dermatitis,Atopic sensitisation,Eczema,Recurrent wheeze,Allergy,Asthma,Inflammatory bowel disease(IBD),Cystic fibrosis,Rheumatoid arthrits,Psoriasis,Necrotizing Enterocolitis,Systemic inflammatory response syndrome,COPD,Type 2 diabetes,Type 1 diabetes,Colorectal carcinoma,Kidney stones,Whipple's disease,Liver cirrhosis,Allergic asthma,Clostridium difficile infection(CDI),Skin and mucosal infections,New-onset untreated rheumatoid arthrits
Ileal Crohn's disease(CD),0.5722758886583652,0.11538792277471219,0.1771612949743207,0.07120688826683583,0.2965287535868336,0.2609908332579304,0.5097844822025172,0.5097844822025172,0.5097844822025172,0.07281553426707374,0.9999999999999996,0.18899317281467337,0.8582647983179507,0.8878348775002874,0.2609908332579304,0.2609908332579304,0.06767864769856845,0.2609908332579304,0.15588119978610604,0.0,0.2609908332579304,0.11315357734779849,0.9243387343342511,0.3124843728767314,0.36400103958032937,0.2965287535868336,0.10755264044304834,0.23520087330188005,0.07485670382960777,0.11051783784460843,0.09124333169827903,0.764692286813279,0.14676042320476992,0.6470754471954708,0.20144532092134243,0.11315357734779849,0.7948081174762094,0.13649804970555277,0.36400103958032937
Bacterial Vaginosis,0.1528472804945508,0.08675382817677914,0.014596402340740491,0.011506763120173858,0.2262450056428698,0.12992681835604256,0.06961323614409577,0.06961323614409577,0.06961323614409577,0.09051802065202778,0.18899317281467337,0.9999999999999998,0.1157051757681112,0.11832377168328433,0.12992681835604256,0.12992681835604256,0.1560705767296355,0.12992681835604256,0.15288296599730314,0.0,0.12992681835604256,0.05777448484756678,0.1803088778927829,0.15818572076074566,0.09248830520749154,0.22624500564286976,0.6991055183351806,0.17669778869721808,0.009003144291419265,0.09549921681190748,0.09343724365891819,0.2037035049897841,0.0474432607025187,0.06940010860697383,0.06467180746407919,0.05777448484756678,0.09931800010200181,0.12194202876998032,0.09248830520749154
Infectious colitis,0.4972946135475237,0.018446871566958706,0.07459868593714578,0.02571249834585596,0.12763299869886527,0.10548598072893448,0.5353307193181491,0.535330719318149,0.5353307193181491,0.0343435800645752,0.8582647983179507,0.1157051757681112,0.9999999999999998,0.7439510712565813,0.10548598072893448,0.10548598072893448,0.02674081200097408,0.10548598072893446,0.05478673336801092,0.0,0.10548598072893446,0.020159888635741433,0.9104168975676997,0.217759059585055,0.15196225694159424,0.12763299869886527,0.05863949024919556,0.13707205842802106,0.019168143284753147,0.04178192403914471,0.031025830622573296,0.7970620625640465,0.06787074164140608,0.647402132310799,0.1001945976581352,0.020159888635741433,0.968573237192109,0.10910310597991392,0.15196225694159424
Ulcerative colitis,0.4054436911154193,0.09672399375444438,0.2453171481717931,0.053502213688632075,0.3627229966675604,0.32766165814930814,0.45219412357622235,0.45219412357622235,0.45219412357622235,0.0372044723435697,0.8878348775002874,0.11832377168328433,0.7439510712565813,0.9999999999999999,0.32766165814930814,0.32766165814930814,0.1242856386554278,0.32766165814930814,0.2659958665585813,0.0,0.32766165814930814,0.1512306296713923,0.7885820669070724,0.20540147852187268,0.33758876019541323,0.3627229966675604,0.054129088296128836,0.13416307833765043,0.04492120457320853,0.07903768738849537,0.08909843604675691,0.6322035400502494,0.08803244353781106,0.514902093455927,0.1370346701498652,0.1512306296713923,0.7077374466429004,0.1177324900983422,0.33758876019541323
Crohn's disease(CD),0.11210054118556177,0.10097663083038089,0.1338613035635854,0.15185530360231708,0.5101175069973914,0.9999999999999999,0.1037577928662542,0.10375779286625421,0.1037577928662542,0.07776718686120968,0.2609908332579304,0.12992681835604256,0.10548598072893448,0.32766165814930814,0.9999999999999999,0.9999999999999999,0.49406735382564737,1.0,0.624002479325466,0.0,1.0,0.7998145885983492,0.17551202349813888,0.3467887115824632,0.31810891525073126,0.5101175069973914,0.08164791461639812,0.15783002063960583,0.17520238192019683,0.07380478198190724,0.04290978403097416,0.14267157880783188,0.05606067119693237,0.13213969392666905,0.18746119974290223,0.7998145885983492,0.07685811506199104,0.40891593753443733,0.31810891525073126
Allergic sensitization,0.11210054118556177,0.10097663083038089,0.1338613035635854,0.15185530360231708,0.5101175069973914,0.9999999999999999,0.1037577928662542,0.10375779286625421,0.1037577928662542,0.07776718686120968,0.2609908332579304,0.12992681835604256,0.10548598072893448,0.32766165814930814,0.9999999999999999,0.9999999999999999,0.4940673538256474,0.9999999999999999,0.6240024793254659,0.0,0.9999999999999999,0.7998145885983493,0.17551202349813888,0.34678871158246316,0.31810891525073126,0.5101175069973914,0.08164791461639812,0.15783002063960583,0.17520238192019683,0.07380478198190725,0.04290978403097416,0.14267157880783188,0.056060671196932366,0.13213969392666902,0.1874611997429022,0.7998145885983493,0.07685811506199103,0.40891593753443733,0.31810891525073126
Atopic dermatitis,0.021195991854603486,0.029778490020731505,0.04862029711325706,0.01731187632798773,0.8459553830308799,0.4940673538256474,0.022297100867047052,0.022297100867047052,0.022297100867047052,0.010823916530549385,0.06767864769856845,0.1560705767296355,0.02674081200097408,0.1242856386554278,0.49406735382564737,0.4940673538256474,1.0000000000000002,0.4940673538256474,0.8709703354091318,0.0,0.49406735382564737,0.1306639394673648,0.041877436788118665,0.0505435781385567,0.11672098586091637,0.8459553830308799,0.017241885766018258,0.06661946653029276,0.022260585689411114,0.012821476811170927,0.011354706163147103,0.04210579837300277,0.015873556727087765,0.02381211780867466,0.08436204962818043,0.1306639394673648,0.013556084443421174,0.7754258409352236,0.11672098586091637
Atopic sensitisation,0.11210054118556177,0.10097663083038089,0.1338613035635854,0.15185530360231708,0.5101175069973914,0.9999999999999999,0.1037577928662542,0.10375779286625421,0.1037577928662542,0.07776718686120968,0.2609908332579304,0.12992681835604256,0.10548598072893446,0.32766165814930814,1.0,0.9999999999999999,0.4940673538256474,0.9999999999999999,0.6240024793254659,0.0,0.9999999999999999,0.7998145885983493,0.17551202349813888,0.34678871158246316,0.31810891525073126,0.5101175069973914,0.08164791461639812,0.15783002063960583,0.17520238192019683,0.07380478198190725,0.04290978403097416,0.14267157880783188,0.056060671196932366,0.13213969392666902,0.1874611997429022,0.7998145885983493,0.07685811506199103,0.40891593753443733,0.31810891525073126
Eczema,0.0367846769076324,0.05863563644277271,0.0796453638252851,0.022952530125150084,0.8185092737825308,0.6240024793254659,0.040948168910713276,0.040948168910713276,0.040948168910713276,0.026580259326863028,0.15588119978610604,0.15288296599730314,0.05478673336801092,0.2659958665585813,0.624002479325466,0.6240024793254659,0.8709703354091318,0.6240024793254659,1.0000000000000002,0.0,0.624002479325466,0.2946484919297216,0.09035636949628198,0.07993144942686521,0.16481758521628664,0.8185092737825308,0.032175782472772245,0.0858478425524178,0.035051767179175485,0.03697492466721848,0.03529447161158812,0.06182267595933348,0.018380771064750348,0.052037687071065486,0.0953139249200472,0.2946484919297216,0.03699794157148917,0.6637759684120005,0.16481758521628664
Recurrent wheeze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allergy,0.11210054118556177,0.10097663083038089,0.1338613035635854,0.15185530360231708,0.5101175069973914,0.9999999999999999,0.1037577928662542,0.10375779286625421,0.1037577928662542,0.07776718686120968,0.2609908332579304,0.12992681835604256,0.10548598072893446,0.32766165814930814,1.0,0.9999999999999999,0.49406735382564737,0.9999999999999999,0.624002479325466,0.0,0.9999999999999999,0.7998145885983493,0.17551202349813888,0.34678871158246316,0.31810891525073126,0.5101175069973914,0.08164791461639812,0.15783002063960583,0.17520238192019683,0.07380478198190724,0.04290978403097416,0.14267157880783188,0.05606067119693237,0.13213969392666905,0.18746119974290223,0.7998145885983492,0.07685811506199104,0.40891593753443733,0.31810891525073126
Asthma,0.05856115214854962,0.05369512836290024,0.05098665327701871,0.14623798346531042,0.13094105710861684,0.7998145885983493,0.017138598913111914,0.017138598913111914,0.017138598913111914,0.1102209371970799,0.11315357734779849,0.05777448484756678,0.020159888635741433,0.1512306296713923,0.7998145885983492,0.7998145885983493,0.1306639394673648,0.7998145885983493,0.2946484919297216,0.0,0.7998145885983493,0.9999999999999998,0.06748949782926583,0.40891980962004293,0.13330305628890296,0.13094105710861684,0.09993823870196737,0.07429979373569594,0.39622633863848805,0.08337565933887454,0.026213685162841737,0.07139265160576588,0.023815968793743973,0.0517831873355447,0.13755907737436235,0.9999999999999998,0.006593737382762047,0.02777849969187431,0.13330305628890296
Inflammatory bowel disease(IBD),0.5800010502204193,0.06932330079506736,0.19654647262136898,0.06471775941540175,0.22474501710282224,0.17551202349813888,0.6146321873538617,0.6146321873538617,0.6146321873538617,0.0958548892639163,0.9243387343342511,0.1803088778927829,0.9104168975676997,0.7885820669070724,0.17551202349813888,0.17551202349813888,0.041877436788118665,0.17551202349813888,0.09035636949628198,0.0,0.17551202349813888,0.06748949782926583,1.0,0.2833690971829385,0.33193362882068933,0.22474501710282224,0.11408688935487303,0.21024663319893414,0.0468463676343489,0.1361544469864717,0.10764027471870713,0.8383917436906437,0.09384040176233277,0.7077464704219318,0.15543764221027068,0.06748949782926583,0.8566191675656697,0.10078342736581553,0.33193362882068933
Cystic fibrosis,0.3389348011303527,0.06795600440117447,0.06357243271324839,0.1635844401985273,0.1220814249927591,0.34678871158246316,0.17454102844293753,0.17454102844293753,0.17454102844293753,0.07848988376418997,0.3124843728767314,0.15818572076074566,0.217759059585055,0.20540147852187268,0.3467887115824632,0.34678871158246316,0.0505435781385567,0.34678871158246316,0.07993144942686521,0.0,0.34678871158246316,0.40891980962004293,0.2833690971829385,1.0000000000000002,0.214510277761154,0.12208142499275909,0.33690923568665065,0.20763605323942133,0.37365401382513974,0.1370819007840485,0.1095019829454298,0.25698130978985867,0.07199663126555382,0.2164248294876771,0.3030860765271847,0.40891980962004293,0.1369204847534586,0.07546808983634137,0.214510277761154
Rheumatoid arthrits,0.31665656028659506,0.12311574427984515,0.2152338269402608,0.10904978449311248,0.3745508351392554,0.31810891525073126,0.16740595159931057,0.16740595159931057,0.16740595159931057,0.10445620148586518,0.36400103958032937,0.09248830520749154,0.15196225694159424,0.33758876019541323,0.31810891525073126,0.31810891525073126,0.11672098586091637,0.31810891525073126,0.16481758521628664,0.0,0.31810891525073126,0.13330305628890296,0.33193362882068933,0.214510277761154,1.0,0.37455083513925547,0.07606527251239127,0.21724263352461887,0.1417419067994959,0.1931582600064195,0.17744634537165246,0.3085156114657589,0.16973241514117032,0.31910810969049946,0.28514781867513816,0.133303056288903,0.11244180980645709,0.29434872727295,0.9999999999999999
Psoriasis,0.22520825447873158,0.1294877553038335,0.10803490293696713,0.04396162805955634,0.9999999999999998,0.5101175069973914,0.07839839411339067,0.07839839411339067,0.07839839411339067,0.3187335724575924,0.2965287535868336,0.22624500564286976,0.12763299869886527,0.3627229966675604,0.5101175069973914,0.5101175069973914,0.8459553830308799,0.5101175069973914,0.8185092737825308,0.0,0.5101175069973914,0.13094105710861684,0.22474501710282224,0.12208142499275909,0.37455083513925547,0.9999999999999998,0.057858322482858715,0.22759662841330325,0.05613458527741777,0.3079177111583523,0.1557796694654492,0.3065917939684972,0.09056250718413011,0.16998589480679946,0.24925625940150004,0.1309410571086168,0.09785819549282519,0.6860655712794075,0.3745508351392554
Necrotizing Enterocolitis,0.12984303546928852,0.0726673330847204,0.02234066019077932,0.028211515004380874,0.057858322482858715,0.08164791461639812,0.02876041335491799,0.02876041335491799,0.02876041335491799,0.04426005356818181,0.10755264044304834,0.6991055183351806,0.05863949024919556,0.054129088296128836,0.08164791461639812,0.08164791461639812,0.017241885766018258,0.08164791461639812,0.032175782472772245,0.0,0.08164791461639812,0.09993823870196737,0.11408688935487303,0.33690923568665065,0.07606527251239127,0.057858322482858715,0.9999999999999996,0.3071239271905512,0.1957893678241417,0.07155918170881412,0.0832691232029158,0.12319746924162714,0.023889362057094736,0.03940650283003676,0.3662378621759346,0.09993823870196737,0.04010370597069608,0.0066320241216549156,0.07606527251239126
Systemic inflammatory response syndrome,0.29863733248601765,0.07411909356240885,0.027868171557793902,0.02935338764695733,0.22759662841330328,0.15783002063960583,0.04277693471584157,0.04277693471584157,0.04277693471584157,0.213975458717897,0.23520087330188005,0.17669778869721808,0.13707205842802106,0.13416307833765043,0.15783002063960583,0.15783002063960583,0.06661946653029276,0.15783002063960583,0.0858478425524178,0.0,0.15783002063960583,0.07429979373569594,0.21024663319893414,0.20763605323942133,0.21724263352461887,0.22759662841330325,0.3071239271905512,1.0,0.18198922991289299,0.3268444598539333,0.2593748116324207,0.25411633158461744,0.10094427774527362,0.33131342393123997,0.38885069391954297,0.07429979373569595,0.0948156319873588,0.17901766922655094,0.21724263352461892
COPD,0.16804587289778172,0.022038675458403323,0.012850087815872083,0.06252968298809593,0.056134585277417784,0.17520238192019683,0.006674351815808039,0.006674351815808039,0.006674351815808039,0.06921831421287845,0.07485670382960777,0.009003144291419265,0.019168143284753147,0.04492120457320853,0.17520238192019683,0.17520238192019683,0.022260585689411114,0.17520238192019683,0.035051767179175485,0.0,0.17520238192019683,0.39622633863848805,0.0468463676343489,0.37365401382513974,0.1417419067994959,0.05613458527741777,0.1957893678241417,0.18198922991289299,1.0000000000000002,0.06256039578770888,0.025322985755331512,0.09490826745014916,0.019888692473573708,0.10059838565500087,0.23844673326248117,0.39622633863848794,0.004274862777116488,0.004483301423351009,0.1417419067994959
Type 2 diabetes,0.22440681619223343,0.14023682170010845,0.018149159420150676,0.047712084789525794,0.30791771115835237,0.07380478198190725,0.015063350154461195,0.015063350154461197,0.015063350154461195,0.7159686215430614,0.11051783784460843,0.09549921681190748,0.04178192403914471,0.07903768738849537,0.07380478198190724,0.07380478198190725,0.012821476811170927,0.07380478198190725,0.03697492466721848,0.0,0.07380478198190724,0.08337565933887454,0.1361544469864717,0.1370819007840485,0.1931582600064195,0.3079177111583523,0.07155918170881412,0.3268444598539333,0.06256039578770888,0.9999999999999998,0.7785562804841131,0.29765345508838426,0.17527302806635792,0.07067932859370152,0.29098867277379137,0.08337565933887457,0.005435030321775397,0.006093553077002892,0.1931582600064195
Type 1 diabetes,0.0681255407639626,0.06740292103220585,0.01971118790155281,0.016800715717062317,0.15577966946544916,0.04290978403097416,0.01906274234485737,0.01906274234485737,0.01906274234485737,0.13069837260504913,0.09124333169827903,0.09343724365891819,0.031025830622573296,0.08909843604675691,0.04290978403097416,0.04290978403097416,0.011354706163147103,0.04290978403097416,0.03529447161158812,0.0,0.04290978403097416,0.026213685162841737,0.10764027471870713,0.1095019829454298,0.17744634537165246,0.1557796694654492,0.0832691232029158,0.2593748116324207,0.025322985755331512,0.7785562804841131,0.9999999999999998,0.09494732002515299,0.12326597684666377,0.030774008450233467,0.1044305437163496,0.026213685162841734,0.017085000929051162,0.013357620843140471,0.17744634537165244
Colorectal carcinoma,0.7324538982074575,0.07513905725959982,0.08004202021944075,0.06219897205599034,0.3065917939684972,0.14267157880783188,0.499895281092973,0.499895281092973,0.499895281092973,0.3709186766011882,0.764692286813279,0.2037035049897841,0.7970620625640465,0.6322035400502494,0.14267157880783188,0.14267157880783188,0.04210579837300277,0.14267157880783188,0.06182267595933348,0.0,0.14267157880783188,0.07139265160576588,0.8383917436906437,0.25698130978985867,0.3085156114657589,0.3065917939684972,0.12319746924162714,0.25411633158461744,0.09490826745014916,0.29765345508838426,0.09494732002515299,0.9999999999999997,0.11428646103019283,0.570445726638285,0.24976303630344687,0.07139265160576588,0.7619836609474466,0.10512583474080794,0.308515611465759
Kidney stones,0.10393994231769821,0.035901322580482446,0.04277254112686078,0.04210764860827328,0.09056250718413013,0.056060671196932366,0.06750993187354422,0.06750993187354423,0.06750993187354422,0.13556358594619752,0.14676042320476992,0.0474432607025187,0.06787074164140608,0.08803244353781106,0.05606067119693237,0.056060671196932366,0.015873556727087765,0.056060671196932366,0.018380771064750348,0.0,0.05606067119693237,0.023815968793743973,0.09384040176233277,0.07199663126555382,0.16973241514117032,0.09056250718413011,0.023889362057094736,0.10094427774527362,0.019888692473573708,0.17527302806635792,0.12326597684666377,0.11428646103019283,0.9999999999999998,0.04976791371436045,0.10068342847872415,0.02381596879374398,0.04197752141835735,0.03269852757996286,0.1697324151411703
Whipple's disease,0.45514710781533596,0.027491276206577705,0.07133527349622897,0.044123350962178114,0.16998589480679943,0.13213969392666902,0.34000598129810183,0.34000598129810183,0.34000598129810183,0.06388513066156429,0.6470754471954708,0.06940010860697383,0.647402132310799,0.514902093455927,0.13213969392666905,0.13213969392666902,0.02381211780867466,0.13213969392666902,0.052037687071065486,0.0,0.13213969392666905,0.0517831873355447,0.7077464704219318,0.2164248294876771,0.31910810969049946,0.16998589480679946,0.03940650283003676,0.33131342393123997,0.10059838565500087,0.07067932859370152,0.030774008450233467,0.570445726638285,0.04976791371436045,0.9999999999999999,0.13909507099924856,0.05178318733554471,0.6008215484518342,0.13849015065668252,0.3191081096904994
Liver cirrhosis,0.2760756615418387,0.12835272950868942,0.115873827491629,0.05805148608801914,0.2492562594015001,0.1874611997429022,0.07050910795811278,0.07050910795811278,0.07050910795811278,0.34322836221266584,0.20144532092134243,0.06467180746407919,0.1001945976581352,0.1370346701498652,0.18746119974290223,0.1874611997429022,0.08436204962818043,0.1874611997429022,0.0953139249200472,0.0,0.18746119974290223,0.13755907737436235,0.15543764221027068,0.3030860765271847,0.28514781867513816,0.24925625940150004,0.3662378621759346,0.38885069391954297,0.23844673326248117,0.29098867277379137,0.1044305437163496,0.24976303630344687,0.10068342847872415,0.13909507099924856,1.0000000000000004,0.13755907737436232,0.0672121617342089,0.20332100956193602,0.2851478186751381
Allergic asthma,0.05856115214854962,0.05369512836290024,0.05098665327701871,0.14623798346531042,0.13094105710861684,0.7998145885983493,0.017138598913111914,0.017138598913111914,0.017138598913111914,0.1102209371970799,0.11315357734779849,0.05777448484756678,0.020159888635741433,0.1512306296713923,0.7998145885983492,0.7998145885983493,0.1306639394673648,0.7998145885983493,0.2946484919297216,0.0,0.7998145885983492,0.9999999999999998,0.06748949782926583,0.40891980962004293,0.133303056288903,0.1309410571086168,0.09993823870196737,0.07429979373569595,0.39622633863848794,0.08337565933887457,0.026213685162841734,0.07139265160576588,0.02381596879374398,0.05178318733554471,0.13755907737436232,0.9999999999999998,0.006593737382762047,0.02777849969187431,0.13330305628890293
Clostridium difficile infection(CDI),0.40404876122785505,0.007257425006443782,0.0437980701055637,0.011589252908395006,0.09785819549282519,0.07685811506199103,0.4240040640891969,0.42400406408919694,0.4240040640891969,0.002141814686842676,0.7948081174762094,0.09931800010200181,0.968573237192109,0.7077374466429004,0.07685811506199104,0.07685811506199103,0.013556084443421174,0.07685811506199103,0.03699794157148917,0.0,0.07685811506199104,0.006593737382762047,0.8566191675656697,0.1369204847534586,0.11244180980645709,0.09785819549282519,0.04010370597069608,0.0948156319873588,0.004274862777116488,0.005435030321775397,0.017085000929051162,0.7619836609474466,0.04197752141835735,0.6008215484518342,0.0672121617342089,0.006593737382762047,1.0000000000000002,0.10175922234602074,0.11244180980645707
